"ICD.Chapter";"State";"Year";"Deaths";"Population";"Crude.Rate"
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2007;161;2783785;58
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2008;148;2808076;53
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2009;134;2832704;47
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2010;156;2853118;55
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2011;144;2871238;50
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2012;144;2885905;50
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2013;139;2893957;48
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2014;159;2904021;55
"Diseases of the musculoskeletal system and connective tissue";"Kansas";2015;136;2911641;47
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";1999;181;4018053;45
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2000;232;4041769;57
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2001;218;4068132;54
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2002;237;4089875;58
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2003;220;4117170;53
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2004;224;4146101;54
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2005;223;4182742;53
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2006;212;4219239;50
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2007;215;4256672;51
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2008;235;4289878;55
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2009;215;4317074;50
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2010;216;4339367;50
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2011;203;4369356;46
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2012;217;4380415;50
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2013;198;4395295;45
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2014;208;4413457;47
"Diseases of the musculoskeletal system and connective tissue";"Kentucky";2015;217;4425092;49
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";1999;238;4460811;53
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2000;242;4468976;54
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2001;247;4477875;55
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2002;234;4497267;52
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2003;238;4521042;53
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2004;218;4552238;48
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2005;220;4576628;48
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2006;196;4302665;46
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2007;202;4375581;46
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2008;206;4435586;46
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2009;174;4491648;39
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2010;177;4533372;39
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2011;183;4574836;40
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2012;208;4601893;45
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2013;162;4625470;35
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2014;174;4649676;37
"Diseases of the musculoskeletal system and connective tissue";"Louisiana";2015;159;4670724;34
"Diseases of the musculoskeletal system and connective tissue";"Maine";1999;60;1266808;47
"Diseases of the musculoskeletal system and connective tissue";"Maine";2000;78;1274923;61
"Diseases of the musculoskeletal system and connective tissue";"Maine";2001;89;1285692;69
"Diseases of the musculoskeletal system and connective tissue";"Maine";2002;102;1295960;79
"Diseases of the musculoskeletal system and connective tissue";"Maine";2003;88;1306513;67
"Diseases of the musculoskeletal system and connective tissue";"Maine";2004;78;1313688;59
"Diseases of the musculoskeletal system and connective tissue";"Maine";2005;113;1318787;86
"Diseases of the musculoskeletal system and connective tissue";"Maine";2006;79;1323619;60
"Diseases of the musculoskeletal system and connective tissue";"Maine";2007;80;1327040;60
"Diseases of the musculoskeletal system and connective tissue";"Maine";2008;73;1330509;55
"Diseases of the musculoskeletal system and connective tissue";"Maine";2009;67;1329590;50
"Diseases of the musculoskeletal system and connective tissue";"Maine";2010;70;1328361;53
"Diseases of the musculoskeletal system and connective tissue";"Maine";2011;98;1328188;74
"Diseases of the musculoskeletal system and connective tissue";"Maine";2012;102;1329192;77
"Diseases of the musculoskeletal system and connective tissue";"Maine";2013;89;1328302;67
"Diseases of the musculoskeletal system and connective tissue";"Maine";2014;82;1330089;62
"Diseases of the musculoskeletal system and connective tissue";"Maine";2015;80;1329328;60
"Diseases of the musculoskeletal system and connective tissue";"Maryland";1999;266;5254509;51
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2000;284;5296486;54
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2001;264;5374691;49
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2002;309;5440389;57
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2003;287;5496269;52
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2004;288;5546935;52
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2005;294;5592379;53
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2006;241;5627367;43
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2007;239;5653408;42
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2008;274;5684965;48
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2009;247;5730388;43
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2010;204;5773552;35
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2011;231;5828289;40
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2012;220;5884563;37
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2013;211;5928814;36
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2014;234;5976407;39
"Diseases of the musculoskeletal system and connective tissue";"Maryland";2015;230;6006401;38
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";1999;286;6317345;45
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2000;267;6349097;42
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2001;334;6397634;52
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2002;315;6417206;49
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2003;308;6422565;48
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2004;283;6412281;44
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2005;257;6403290;40
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2006;279;6410084;44
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2007;259;6431559;40
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2008;248;6468967;38
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2009;222;6517613;34
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2010;268;6547629;41
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2011;252;6587536;38
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2012;229;6646144;34
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2013;278;6692824;42
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2014;258;6745408;38
"Diseases of the musculoskeletal system and connective tissue";"Massachusetts";2015;270;6794422;40
"Diseases of the musculoskeletal system and connective tissue";"Michigan";1999;547;9897116;55
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2000;464;9938444;47
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2001;476;9991120;48
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2002;490;10015710;49
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2003;489;10041152;49
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2004;530;10055315;53
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2005;522;10051137;52
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2006;532;10036081;53
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2007;548;10001284;55
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2008;581;9946889;58
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2009;460;9901591;46
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2010;466;9883640;47
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2011;502;9876187;51
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2012;508;9883360;51
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2013;504;9895622;51
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2014;454;9909877;46
"Diseases of the musculoskeletal system and connective tissue";"Michigan";2015;462;9922576;47
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";1999;314;4873481;64
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2000;312;4919479;63
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2001;335;4982796;67
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2002;367;5018935;73
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2003;362;5053572;72
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2004;293;5087713;58
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2005;336;5119598;66
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2006;316;5163555;61
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2007;281;5207203;54
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2008;271;5247018;52
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2009;268;5281203;51
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2010;301;5303925;57
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2011;309;5344861;58
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2012;304;5379139;57
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2013;259;5420380;48
"Diseases of the musculoskeletal system and connective tissue";"Minnesota";2014;290;5457173;53
